ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
4428,female,unknown,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,77,85,80
4429,female,group d,some high school,standard,completed,married,never,yes,1.0,school_bus,< 5,76,90,87
4430,female,group d,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,75,85,89
4431,female,group c,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,33,33,31
4432,female,group c,high school,standard,completed,married,sometimes,yes,0.0,school_bus,unknown,52,69,74
4433,male,group e,master's degree,standard,none,unknown,regularly,no,5.0,school_bus,5 - 10,94,81,80
4434,female,group b,associate's degree,standard,completed,unknown,sometimes,yes,1.0,private,5 - 10,86,94,91
4435,male,group b,master's degree,free/reduced,none,single,regularly,no,1.0,school_bus,5 - 10,78,74,70
4436,female,unknown,unknown,standard,completed,married,sometimes,yes,0.0,unknown,< 5,95,97,98
4437,female,group b,some high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,36,54,53
4438,male,group d,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,64,72,68
4439,female,group e,some high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,76,80,77
4440,female,group d,unknown,standard,none,married,regularly,yes,5.0,unknown,5 - 10,75,83,83
4441,male,group d,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,58,58,57
4442,male,group a,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,81,78,74
4443,male,group d,some college,free/reduced,unknown,divorced,sometimes,no,4.0,school_bus,< 5,53,43,41
4444,female,group c,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,80,99,100
4445,female,group b,associate's degree,standard,none,single,regularly,no,1.0,school_bus,5 - 10,73,71,79
4446,male,group c,associate's degree,free/reduced,none,unknown,sometimes,yes,4.0,school_bus,< 5,58,62,55
4447,female,group c,associate's degree,standard,none,married,never,no,3.0,school_bus,< 5,69,85,81
4448,female,group d,bachelor's degree,standard,none,married,never,yes,0.0,private,< 5,70,89,89
4449,female,group c,unknown,standard,completed,married,sometimes,no,5.0,school_bus,< 5,74,82,87
4450,female,unknown,unknown,standard,none,married,never,yes,4.0,private,< 5,63,74,73
4451,female,group d,associate's degree,standard,completed,married,regularly,no,1.0,private,> 10,80,97,99
4452,female,group c,some high school,standard,none,married,sometimes,no,1.0,unknown,5 - 10,44,57,47
4453,male,group b,some college,standard,none,married,sometimes,no,0.0,unknown,5 - 10,83,85,83
4454,female,group e,high school,standard,none,married,regularly,yes,1.0,unknown,> 10,74,73,65
4455,male,group a,some high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,41,42,35
4456,female,group c,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,57,68,64
4457,female,group d,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,51,53,61
4458,male,group c,associate's degree,standard,unknown,married,never,yes,1.0,school_bus,< 5,72,60,53
4459,female,group d,associate's degree,standard,completed,married,sometimes,unknown,2.0,private,< 5,81,92,94
4460,female,group d,some high school,standard,completed,married,regularly,yes,2.0,private,< 5,77,86,85
4461,male,group c,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,86,87,78
4462,male,group b,high school,free/reduced,none,married,regularly,no,6.0,school_bus,5 - 10,73,74,64
4463,male,group b,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,< 5,75,78,76
4464,male,group b,high school,free/reduced,completed,divorced,sometimes,no,4.0,unknown,5 - 10,68,63,59
4465,male,group d,associate's degree,standard,completed,single,regularly,no,3.0,private,< 5,81,85,85
4466,male,group d,associate's degree,standard,none,divorced,regularly,no,4.0,school_bus,> 10,58,50,54
4467,male,group d,associate's degree,standard,none,married,regularly,no,2.0,private,< 5,69,62,62
4468,female,group c,master's degree,standard,none,divorced,regularly,no,3.0,private,< 5,53,59,59
4469,male,group c,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,81,69,63
4470,male,group c,some college,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,78,79,78
4471,female,group b,unknown,standard,completed,married,regularly,no,2.0,private,5 - 10,80,86,92
4472,female,group b,high school,standard,none,single,sometimes,yes,6.0,unknown,< 5,64,77,73
4473,female,group b,high school,standard,none,married,regularly,yes,5.0,private,> 10,41,40,43
4474,male,group d,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,68,60,63
4475,male,group b,some high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,31,40,24
4476,male,group e,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,> 10,98,85,89
4477,male,group c,master's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,60,52,58
4478,female,unknown,some college,standard,none,married,never,yes,2.0,school_bus,< 5,47,57,53
4479,female,group b,some high school,standard,completed,divorced,sometimes,yes,4.0,private,5 - 10,70,87,93
4480,male,group e,some high school,free/reduced,none,married,regularly,unknown,2.0,unknown,< 5,93,76,74
4481,male,group b,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,81,79,82
4482,female,group b,high school,free/reduced,completed,married,sometimes,unknown,1.0,school_bus,5 - 10,58,65,63
4483,female,group d,associate's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,56,56,66
4484,female,group d,unknown,free/reduced,none,married,sometimes,unknown,2.0,school_bus,> 10,75,74,78
4485,female,group c,unknown,standard,completed,married,sometimes,yes,0.0,private,< 5,44,54,60
4486,female,group c,some high school,standard,none,divorced,regularly,yes,1.0,private,< 5,66,87,81
4487,female,group d,some high school,standard,none,divorced,sometimes,no,4.0,unknown,> 10,53,70,68
4488,male,group c,bachelor's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,73,70,71
4489,male,group d,associate's degree,free/reduced,completed,divorced,sometimes,yes,4.0,private,< 5,58,61,64
4490,male,group c,some high school,standard,completed,divorced,never,yes,4.0,school_bus,5 - 10,53,57,62
4491,female,group d,some college,free/reduced,completed,divorced,sometimes,yes,5.0,school_bus,< 5,60,81,77
4492,female,group c,unknown,free/reduced,completed,single,never,yes,4.0,private,< 5,23,43,35
4493,female,group e,unknown,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,89,89,93
4494,female,group e,unknown,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,80,80,81
4495,male,group d,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,39,39,36
4496,female,group b,unknown,free/reduced,completed,married,regularly,no,0.0,school_bus,< 5,49,51,57
4497,female,group b,high school,standard,completed,divorced,sometimes,yes,2.0,unknown,< 5,53,69,68
4498,male,group b,high school,free/reduced,completed,single,never,yes,0.0,unknown,< 5,65,57,53
4499,female,group c,high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,60,72,69
4500,male,group a,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,74,72,75
4501,male,group b,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,50,55,55
4502,male,group c,some high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,51,55,49
4503,female,group e,some college,standard,none,married,regularly,yes,4.0,school_bus,> 10,83,80,78
4504,female,group c,some high school,standard,completed,single,regularly,yes,1.0,unknown,> 10,40,42,52
4505,female,group d,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,64,63,71
4506,male,group c,bachelor's degree,standard,none,divorced,regularly,unknown,1.0,school_bus,< 5,82,67,65
4507,male,group c,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,82,74,76
4508,male,group b,some high school,free/reduced,none,divorced,regularly,no,3.0,school_bus,5 - 10,64,57,59
4509,female,group d,some college,standard,unknown,single,sometimes,yes,0.0,private,5 - 10,80,92,89
4510,male,group d,bachelor's degree,standard,completed,divorced,regularly,yes,4.0,unknown,5 - 10,73,68,64
4511,male,group c,bachelor's degree,standard,completed,divorced,never,yes,1.0,school_bus,5 - 10,72,74,81
4512,male,group e,bachelor's degree,free/reduced,completed,widowed,regularly,yes,0.0,school_bus,5 - 10,86,80,84
4513,female,group b,high school,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,31,40,41
4514,female,group e,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,69,84,85
4515,female,group c,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,67,76,71
4516,male,unknown,high school,standard,completed,married,never,yes,4.0,private,< 5,88,89,84
4517,male,group a,some college,free/reduced,completed,divorced,sometimes,no,5.0,private,5 - 10,39,46,48
4518,female,group b,high school,standard,none,divorced,regularly,yes,1.0,private,< 5,59,69,67
4519,male,unknown,some high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,46,38,34
4520,female,group a,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,51,66,62
4521,male,group d,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,48,42,44
4522,female,group d,some high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,50,63,66
4523,female,group b,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,80,76
4524,female,group e,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,68,64
4525,female,group b,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,78,75,83
4526,female,group d,bachelor's degree,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,86,97,100
4527,male,group b,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,81,65,67
4528,female,group c,high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,67,83,74
4529,female,group d,some college,standard,none,single,sometimes,no,0.0,school_bus,> 10,78,89,87
4530,female,group c,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,73,86,87
4531,male,group c,master's degree,free/reduced,none,married,sometimes,unknown,2.0,private,> 10,84,90,88
4532,female,group c,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,< 5,51,54,56
4533,female,group e,some college,standard,none,married,regularly,yes,0.0,school_bus,> 10,100,100,98
4534,male,group c,high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,52,56,51
4535,female,group c,bachelor's degree,standard,none,married,sometimes,no,6.0,private,< 5,65,61,62
4536,female,group c,some college,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,27,46,39
4537,male,group e,some college,standard,none,married,regularly,no,3.0,school_bus,> 10,65,60,56
4538,female,group c,some college,standard,none,married,sometimes,yes,0.0,private,< 5,75,77,77
4539,female,group b,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,50,68,58
4540,male,group c,bachelor's degree,standard,completed,divorced,never,no,1.0,private,5 - 10,64,68,71
4541,female,group c,associate's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,67,82,78
4542,female,group e,high school,standard,completed,married,never,no,1.0,unknown,< 5,62,60,65
4543,male,group c,some college,standard,none,single,regularly,unknown,5.0,school_bus,5 - 10,80,79,73
4544,female,group d,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,44,55,64
4545,male,group b,high school,standard,none,single,regularly,no,4.0,unknown,5 - 10,67,72,65
4546,female,group c,some high school,free/reduced,completed,married,regularly,yes,3.0,unknown,< 5,44,61,62
4547,male,group b,some high school,standard,none,married,regularly,unknown,0.0,private,5 - 10,67,64,62
4548,female,group b,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,51,68,61
4549,male,group b,associate's degree,standard,none,divorced,regularly,yes,0.0,private,> 10,91,90,88
4550,male,group c,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,67,55,57
4551,female,group c,associate's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,54,54,59
4552,female,group b,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,65,66
4553,male,group c,some high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,61,59,45
4554,female,group c,associate's degree,standard,completed,single,never,no,1.0,unknown,5 - 10,73,81,79
4555,male,group d,high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,64,65,58
4556,female,group c,master's degree,standard,none,married,regularly,no,2.0,unknown,5 - 10,50,60,58
4557,male,group d,high school,standard,none,divorced,unknown,yes,0.0,school_bus,5 - 10,63,54,55
4558,female,group e,some college,standard,none,single,unknown,yes,4.0,school_bus,5 - 10,66,66,65
4559,male,group c,unknown,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,46,47,41
4560,male,group a,associate's degree,free/reduced,completed,married,never,no,2.0,private,5 - 10,68,71,70
4561,male,group d,some college,standard,none,married,regularly,yes,2.0,unknown,5 - 10,74,76,69
4562,female,group d,master's degree,standard,completed,divorced,regularly,no,1.0,private,< 5,86,96,100
4563,female,group b,bachelor's degree,standard,completed,married,never,yes,2.0,school_bus,< 5,41,65,60
4564,female,unknown,associate's degree,standard,completed,married,unknown,yes,0.0,private,5 - 10,60,74,76
4565,female,group e,high school,standard,none,unknown,regularly,yes,3.0,school_bus,> 10,86,77,79
4566,female,group b,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,65,77,72
4567,female,group b,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,70,76,76
4568,male,group c,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,59,63,58
4569,male,group c,high school,standard,unknown,married,never,yes,1.0,private,< 5,78,81,69
4570,male,group d,master's degree,free/reduced,none,married,never,yes,1.0,school_bus,> 10,85,92,90
4571,male,group d,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,54,56,59
4572,male,group c,some high school,standard,completed,unknown,sometimes,no,2.0,school_bus,< 5,91,83,86
4573,female,group c,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,66,77,70
4574,male,group a,high school,free/reduced,none,married,never,no,5.0,school_bus,< 5,41,42,40
4575,male,group b,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,87,79,74
4576,female,group c,some college,standard,completed,divorced,regularly,no,1.0,school_bus,unknown,66,82,80
4577,male,group e,associate's degree,standard,none,single,regularly,unknown,1.0,school_bus,< 5,79,70,67
4578,female,group e,some high school,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,55,57,55
4579,male,group e,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,77,71,63
4580,male,group b,high school,standard,none,married,never,yes,3.0,school_bus,5 - 10,83,77,77
4581,male,group c,unknown,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,46,46,46
4582,female,group c,master's degree,standard,completed,widowed,sometimes,no,2.0,school_bus,< 5,84,98,95
4583,female,group b,some high school,free/reduced,none,married,never,yes,2.0,unknown,< 5,52,63,65
4584,female,unknown,some college,standard,none,married,sometimes,no,2.0,unknown,< 5,65,71,74
4585,male,group c,unknown,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,76,69,64
4586,male,group d,some college,free/reduced,completed,married,sometimes,yes,1.0,unknown,> 10,88,87,91
4587,female,group b,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,84,92,98
4588,male,group c,associate's degree,free/reduced,completed,married,sometimes,no,1.0,private,> 10,53,56,59
4589,female,group e,high school,standard,none,married,regularly,no,2.0,school_bus,> 10,72,72,73
4590,male,group c,associate's degree,free/reduced,unknown,single,sometimes,yes,3.0,private,< 5,74,69,64
4591,male,group c,high school,standard,none,married,never,yes,4.0,school_bus,5 - 10,70,69,68
4592,male,group d,high school,standard,completed,divorced,regularly,yes,1.0,unknown,unknown,77,68,68
4593,male,group c,high school,free/reduced,completed,married,regularly,no,2.0,private,5 - 10,51,61,53
4594,male,group d,master's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,87,74,78
4595,female,group a,associate's degree,standard,unknown,married,regularly,yes,3.0,school_bus,5 - 10,80,93,91
4596,female,group d,high school,standard,none,single,sometimes,no,0.0,school_bus,5 - 10,61,72,73
4597,male,group e,some college,standard,none,married,never,yes,1.0,private,< 5,60,62,58
4598,male,group c,high school,standard,completed,single,never,yes,2.0,school_bus,> 10,75,72,70
4599,female,group d,high school,free/reduced,none,unknown,regularly,no,1.0,school_bus,> 10,48,51,57
4600,female,group c,master's degree,standard,completed,divorced,never,no,1.0,school_bus,> 10,71,75,80
4601,male,group d,some college,standard,none,married,sometimes,yes,3.0,private,> 10,76,62,58
4602,male,unknown,master's degree,standard,completed,divorced,never,yes,0.0,school_bus,5 - 10,56,55,56
4603,female,group c,master's degree,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,69,77,81
4604,male,group d,high school,free/reduced,unknown,married,regularly,yes,4.0,unknown,5 - 10,77,68,69
4605,male,group d,unknown,standard,none,married,sometimes,yes,4.0,private,5 - 10,75,72,64
4606,female,group d,some college,standard,none,married,sometimes,no,2.0,private,< 5,75,74,76
4607,male,group c,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,74,83,77
4608,male,group e,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5,92,94,93
4609,female,group a,some college,standard,none,single,never,no,0.0,school_bus,< 5,56,57,53
4610,female,group e,master's degree,standard,none,married,unknown,yes,2.0,school_bus,< 5,83,87,91
4611,male,group c,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,50,51,48
4612,female,group b,unknown,standard,none,married,regularly,yes,1.0,school_bus,< 5,56,57,58
4613,male,group d,high school,standard,none,unknown,sometimes,no,3.0,private,< 5,50,43,42
4614,male,group c,associate's degree,free/reduced,none,single,regularly,no,2.0,private,5 - 10,88,89,82
4615,female,group c,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,83,91,96
4616,male,group b,master's degree,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,69,72,73
4617,male,group b,some college,standard,none,single,sometimes,yes,0.0,private,5 - 10,68,66,55
4618,female,group c,some college,standard,completed,married,regularly,yes,2.0,unknown,< 5,80,79,86
4619,female,group e,master's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,5 - 10,90,100,98
4620,female,group d,bachelor's degree,free/reduced,completed,married,regularly,no,1.0,unknown,5 - 10,67,73,83
4621,female,group d,some college,standard,none,married,regularly,yes,5.0,school_bus,< 5,77,79,84
4622,female,group c,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,46,42,41
4623,male,group c,some high school,free/reduced,none,divorced,never,yes,4.0,private,< 5,22,30,31
4624,male,group d,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,64,60,53
4625,male,group d,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,< 5,90,95,93
4626,male,group b,high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,78,78,69
4627,female,group d,high school,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,55,56,58
4628,male,group c,some high school,standard,unknown,married,never,yes,4.0,private,> 10,41,36,33
4629,female,group c,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,36,48,47
4630,male,group c,bachelor's degree,standard,none,married,sometimes,unknown,5.0,private,< 5,82,73,75
4631,female,group c,high school,free/reduced,none,divorced,never,no,4.0,school_bus,5 - 10,56,74,69
4632,male,group a,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,78,73,71
4633,male,group a,associate's degree,standard,completed,divorced,sometimes,yes,0.0,unknown,< 5,70,60,63
4634,male,group e,high school,standard,completed,married,sometimes,yes,3.0,private,5 - 10,58,54,50
4635,male,group a,unknown,standard,none,married,regularly,yes,1.0,school_bus,unknown,77,78,73
4636,male,group e,some college,standard,unknown,divorced,sometimes,yes,1.0,school_bus,< 5,83,86,79
4637,male,group b,bachelor's degree,free/reduced,none,single,never,no,4.0,school_bus,5 - 10,42,62,56
4638,female,group d,associate's degree,standard,none,widowed,regularly,no,3.0,school_bus,unknown,56,70,73
4639,female,group d,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,62,67,70
4640,female,group d,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,61,75,71
4641,female,group a,some college,standard,none,single,sometimes,no,2.0,private,> 10,49,58,60
4642,female,group d,some college,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,60,75,82
4643,female,group c,master's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,62,72,68
4644,male,unknown,some high school,standard,none,married,regularly,no,2.0,private,5 - 10,35,31,23
4645,male,group e,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,90,82,82
4646,male,group b,high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,61,58,58
4647,female,group b,some high school,free/reduced,completed,single,regularly,yes,2.0,unknown,5 - 10,45,71,68
4648,male,group c,some high school,standard,none,widowed,sometimes,yes,3.0,school_bus,> 10,72,66,60
4649,female,group a,master's degree,standard,none,unknown,never,yes,0.0,school_bus,> 10,72,86,79
4650,female,group c,high school,free/reduced,none,widowed,never,no,0.0,unknown,< 5,36,58,50
4651,female,group a,associate's degree,standard,none,single,unknown,yes,0.0,private,> 10,57,62,69
4652,female,group e,associate's degree,standard,completed,married,never,no,2.0,private,5 - 10,94,98,97
4653,female,group d,some college,standard,none,single,regularly,no,1.0,private,< 5,90,98,91
4654,male,group d,master's degree,free/reduced,completed,unknown,sometimes,no,2.0,private,5 - 10,74,70,73
4655,male,group d,master's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,76,75,70
4656,female,group b,some high school,standard,completed,married,never,no,2.0,private,5 - 10,70,91,86
4657,female,group c,high school,standard,none,married,regularly,no,3.0,private,< 5,69,70,69
4658,female,group e,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,69,66,71
4659,male,group e,high school,standard,none,divorced,never,yes,4.0,school_bus,> 10,99,85,85
4660,female,group a,some college,standard,completed,married,regularly,no,1.0,private,< 5,71,81,83
4661,male,group c,some college,standard,none,single,regularly,yes,4.0,school_bus,< 5,84,72,68
4662,female,group d,bachelor's degree,standard,none,married,regularly,no,4.0,private,5 - 10,69,78,79
4663,male,group c,some college,standard,none,married,regularly,yes,2.0,school_bus,< 5,57,55,53
4664,male,group a,high school,standard,completed,divorced,regularly,yes,0.0,school_bus,< 5,67,61,62
4665,male,group d,unknown,standard,completed,married,sometimes,yes,2.0,private,5 - 10,71,62,66
4666,female,group d,master's degree,free/reduced,none,single,never,no,3.0,private,5 - 10,60,67,70
4667,female,group c,some high school,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,69,69,76
4668,female,group d,master's degree,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,94,100,100
4669,female,group e,bachelor's degree,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,97,91,99
4670,female,group a,unknown,standard,completed,single,regularly,no,3.0,unknown,< 5,77,85,85
4671,male,group c,some high school,standard,none,divorced,sometimes,no,7.0,unknown,> 10,70,70,61
4672,male,group c,bachelor's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,88,79,72
4673,female,group c,some high school,free/reduced,none,married,never,no,2.0,private,5 - 10,60,62,59
4674,male,unknown,unknown,free/reduced,unknown,divorced,sometimes,yes,3.0,unknown,5 - 10,46,39,36
4675,male,group c,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,93,89,82
4676,male,group c,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,76,75,76
4677,female,group d,some high school,free/reduced,none,divorced,sometimes,no,7.0,school_bus,< 5,70,83,76
4678,female,group a,bachelor's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,43,64,57
4679,female,group b,associate's degree,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,73,82,82
4680,male,group c,some high school,standard,completed,married,regularly,yes,4.0,school_bus,< 5,86,76,70
4681,male,group b,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,49,44,42
4682,male,group a,some high school,standard,none,married,regularly,unknown,0.0,school_bus,5 - 10,75,59,60
4683,female,group d,high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,74,81,78
4684,male,group c,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,42,43,36
4685,female,unknown,some college,standard,none,married,sometimes,no,4.0,unknown,> 10,82,82,83
4686,male,group d,bachelor's degree,standard,none,single,regularly,yes,2.0,private,5 - 10,55,37,47
4687,female,group d,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,60,73,69
4688,male,group e,bachelor's degree,free/reduced,none,married,never,yes,1.0,private,< 5,67,53,50
4689,male,group e,high school,standard,completed,married,regularly,no,3.0,school_bus,> 10,67,64,63
4690,female,group e,associate's degree,standard,none,single,never,yes,3.0,school_bus,5 - 10,64,68,66
4691,male,group e,some high school,standard,none,unknown,sometimes,yes,0.0,private,5 - 10,73,61,56
4692,male,group e,some college,free/reduced,completed,divorced,regularly,no,2.0,private,5 - 10,82,78,80
4693,female,group c,unknown,standard,completed,single,regularly,yes,1.0,private,5 - 10,78,82,91
4694,female,group e,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,69,71,61
4695,female,group a,bachelor's degree,standard,unknown,single,regularly,yes,0.0,unknown,5 - 10,36,52,51
4696,male,unknown,some college,free/reduced,none,married,sometimes,yes,5.0,private,> 10,50,35,34
4697,male,group c,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,65,62,60
4698,male,group d,some college,standard,none,married,sometimes,no,3.0,unknown,5 - 10,94,86,84
4699,male,group c,associate's degree,standard,unknown,married,never,yes,1.0,private,5 - 10,80,78,78
4700,male,group c,some high school,standard,completed,single,sometimes,yes,4.0,school_bus,5 - 10,63,78,73
4701,male,group a,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,77,86,84
4702,male,group c,some college,standard,completed,married,regularly,yes,5.0,unknown,5 - 10,50,46,51
4703,female,group b,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,57,73,64
4704,male,group d,some high school,standard,completed,divorced,never,yes,3.0,school_bus,unknown,87,91,86
4705,female,group e,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,86,98,92
4706,female,group c,some high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,> 10,79,75,82
4707,female,group c,high school,standard,none,married,sometimes,yes,2.0,unknown,5 - 10,87,92,86
4708,male,group d,some college,standard,none,married,sometimes,yes,6.0,unknown,5 - 10,70,68,68
4709,female,group c,high school,standard,unknown,single,sometimes,no,1.0,school_bus,5 - 10,63,74,73
4710,male,unknown,some college,standard,none,unknown,sometimes,yes,1.0,school_bus,< 5,57,44,41
4711,female,unknown,high school,standard,completed,single,regularly,yes,0.0,unknown,< 5,55,72,72
4712,female,group d,unknown,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,81,98,100
4713,female,group b,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,89,92,95
4714,female,group b,some college,free/reduced,none,married,unknown,yes,3.0,unknown,5 - 10,59,75,71
4715,male,group b,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,68,58,54
4716,male,group e,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,74,70,70
4717,male,group c,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,78,84,78
4718,male,group d,some high school,standard,unknown,married,sometimes,yes,0.0,private,5 - 10,69,63,66
4719,male,group d,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,45,34,32
4720,male,group b,some college,free/reduced,none,single,never,yes,0.0,school_bus,unknown,19,11,6
4721,male,group d,bachelor's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,91,92,90
4722,female,group c,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,74,91,93
