_id,comment,score.neg,score.neu,score.pos,score.compound,sentiment
67c3bfd6b702a263cd40d082,😮,0,0,0,0,Neutral
67c3bfd6b702a263cd40d083,🎧▶🎶🗣,0,1,0,0,Neutral
67c3bfd6b702a263cd40d084,This song is 🔥 but the song being sampled is 🔥🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d085,Kenny😅😅😅,0,1,0,0,Neutral
67c3bfd6b702a263cd40d086,🔥🔥🔥 top 1 all day,0,0.625,0.375,0.2023,Positive
67c3bfd6b702a263cd40d087,Throwbackkkkkkkkkkkkkk ish🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d088,Throwbackkkkkkkkkkkkkk ish🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d089,Who is this guy??,0,1,0,0,Neutral
67c3bfd6b702a263cd40d08a,Garbage,0,1,0,0,Neutral
67c3bfd6b702a263cd40d08b,Not   Like. Us,0.513,0.487,0,-0.2755,Negative
67c3bfd6b702a263cd40d08c,😂😂😂😂😂😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d08d,Uhhh isn’t this reincarnated?,0,1,0,0,Neutral
67c3bfd6b702a263cd40d08e,&quot;god knows&quot;,0,1,0,0,Neutral
67c3bfd6b702a263cd40d08f,"He raps good but i can&#39;t take his voice serious. His voice doesn&#39;t make him better than Pac, LL, Cube etc. His voice sounds dumb down",0.18,0.642,0.177,-0.0258,Neutral
67c3bfd6b702a263cd40d090,Shit is fire,0.857,0.143,0,-0.7184,Negative
67c3bfd6b702a263cd40d091,Banger,0,1,0,0,Neutral
67c3bfd6b702a263cd40d092,This is fire 🎉🎉🎉🎉,0.444,0.556,0,-0.34,Negative
67c3bfd6b702a263cd40d093,"Bro i remember hearing the beginning of this in Not Like Us&#39;s music video, never thought it would release in the album",0.095,0.905,0,-0.2755,Negative
67c3bfd6b702a263cd40d094,Yo This Song Hit 🔥🔥 I Put This Into My Playlist.,0,1,0,0,Neutral
67c3bfd6b702a263cd40d095,We need more Eminem and Kendrick collaborations,0,1,0,0,Neutral
67c3bfd6b702a263cd40d096,🥵🥵,0,1,0,0,Neutral
67c3bfd6b702a263cd40d097,Love your voice Kendrick.,0,0.417,0.583,0.6369,Positive
67c3bfd6b702a263cd40d098,×,0,0,0,0,Neutral
67c3bfd6b702a263cd40d099,Its straight fire,0.453,0.189,0.358,-0.128,Negative
67c3bfd6b702a263cd40d09a,Dédé,0,1,0,0,Neutral
67c3bfd6b702a263cd40d09b,Love his voice ❤️💕,0,0.417,0.583,0.6369,Positive
67c3bfd6b702a263cd40d09c,Shot out to the nerd sound engineers in the background coming out with this sick beat for Kendrick 😂😅.,0.263,0.737,0,-0.7248,Negative
67c3bfd6b702a263cd40d09d,true great album,0,0.127,0.873,0.7845,Positive
67c3bfd6b702a263cd40d09e,❤,0,0,0,0,Neutral
67c3bfd6b702a263cd40d09f,"Bruh, is this for real the music video?!?! Say sike right now. He needs to hire some better people for real. Cause that shit garbage. I don’t know if it just from what Kendrick said but hearing him say the N-word is CRINGE AF, first part of the song is SO cringe omg. Like the last part of the song was okay besides the part of him begging for it to be over 😭. Like saying ya dead means he won bro. I hope Drake comes out of this a better man honestly, he seems so superficial where Kendrick seems more authentic",0.064,0.693,0.243,0.9751,Positive
67c3bfd6b702a263cd40d0a0,Omg 🗑️,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0a1,This beat is SO damn dirtyyyy,0.427,0.573,0,-0.5756,Negative
67c3bfd6b702a263cd40d0a2,Obama’s favorite 🤩 🎉🎉,0,0.4,0.6,0.4588,Positive
67c3bfd6b702a263cd40d0a3,"Y would I get a copyright strike i told u😊😊 I 😊😊n😊eed😊 manage😊mea😊n😊t dat .., 😊😊doT.!!wtf thaz going dumb faux sho. North bae",0.252,0.748,0,-0.658,Negative
67c3bfd6b702a263cd40d0a4,That Madonna get into the groove sample is so 🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0a5,Bro cooked,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0a6,This fire 🔥,0.706,0.294,0,-0.34,Negative
67c3bfd6b702a263cd40d0a7,❤,0,0,0,0,Neutral
67c3bfd6b702a263cd40d0a8,Barack Obama brought me here,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0a9,This is kdot ORIGINAL FLOW STATE!! Imagine if he would&#39;ve watered down his content to appease everyone SMH lol.. he chose to hit his prime after the body of drake!! Chess,0.081,0.75,0.169,0.5053,Positive
67c3bfd6b702a263cd40d0aa,Song of the year,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0ab,basadocum to chile,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0ac,Love him and this song,0,0.488,0.512,0.6369,Positive
67c3bfd6b702a263cd40d0ad,Reincarnated 🔥🔥🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0ae,Oldschool bestschool❤,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0af,"Jcole Wait for Drake and Kendrick Lamar combining against you. <a href=""http://www.youtube.com/results?search_query=%23injesuschristsnameweprayamen"">#InJesusChristsnameweprayamen</a>",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b0,Diddy,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b1,Goodbye,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b2,Jj,0,0,1,0.25,Positive
67c3bfd6b702a263cd40d0b3,Can’t to watch the 8 hour video breaking down every detail 🗣️🗣️🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b4,❤❤GTA vides 🎉🎉🎉🎉❤😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b5,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=101"">1:41</a> best part",0,0.417,0.583,0.6369,Positive
67c3bfd6b702a263cd40d0b6,🧨🧨,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b7,I’ve been saying “I feel good get the fuck out my thighs” this whole time…..,0.18,0.67,0.149,-0.1531,Negative
67c3bfd6b702a263cd40d0b8,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=10"">0:10</a> NAN",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0b9,Simply fire,0.706,0.294,0,-0.34,Negative
67c3bfd6b702a263cd40d0ba,First day off of work....cleaning my whole house listening to this.....danced so hard out of breathe 😅,0.111,0.889,0,-0.2183,Negative
67c3bfd6b702a263cd40d0bb,"I freaking love this song! You just keep blowing my mind, Kendrick!",0.169,0.543,0.288,0.4559,Positive
67c3bfd6b702a263cd40d0bc,might be the worst song i&#39;ve ever heard.,0.369,0.631,0,-0.6249,Negative
67c3bfd6b702a263cd40d0bd,Booty butt diddy party,0,0.526,0.474,0.4019,Positive
67c3bfd6b702a263cd40d0be,The Most Overrated Song On The Album.,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0bf,YESIRRRRRR,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c0,who cooked? KENDRICK LAAAAAMAR❤❤,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c1,Quid pro quo$$$,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c2,My bday,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c3,DRAKE IS COOKED🔥🗣️,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c4,Feels 👍,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c5,Worldwide bounce🎉🎉🎉🎉🎉🎉,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c6,Yo kendrick lamar if you release a Christmas song the world is done it&#39;s over itvwas nice knowing ya&#39;ll😂,0,0.859,0.141,0.4215,Positive
67c3bfd6b702a263cd40d0c7,Remind me of something,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0c8,Jordan Clarkson&#39;s favorite song,0,0.5,0.5,0.4588,Positive
67c3bfd6b702a263cd40d0c9,Look good but she don’t got no taaaste😮,0.26,0.558,0.181,-0.2144,Negative
67c3bfd6b702a263cd40d0ca,I can’t stop listening to this 😭😭,0.306,0.694,0,-0.296,Negative
67c3bfd6b702a263cd40d0cb,Not like us,0.513,0.487,0,-0.2755,Negative
67c3bfd6b702a263cd40d0cc,Favorite song 💯😈,0,0.4,0.6,0.4588,Positive
67c3bfd6b702a263cd40d0cd,Ts,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0ce,✏️ Describe the vibe,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0cf,🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d0,"Fukn song is ass , how to ruin an oldie .",0.51,0.49,0,-0.8074,Negative
67c3bfd6b702a263cd40d0d1,bro crashed out 💀,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d2,Hii,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d3,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY"">0:00</a> Already a banger🔥🔥🔥",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d4,This 🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d5,id rather listen to soundcloud rappers than ts. I dont think anyone unironically listens to this more than the first listen. Wtf happened kendrick your shit so ass. If your experimenting with your beats or lyrics or flow or whatever just stop cuz ts aint it. Kinda more a like a failed science experiment type shit. No wonder you didnt advertise anything cuz everyone would be let down lmao,0.268,0.658,0.074,-0.9501,Negative
67c3bfd6b702a263cd40d0d6,Funny i think,0,0.256,0.744,0.4404,Positive
67c3bfd6b702a263cd40d0d7,GRAH GRAH,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0d8,Perfect Soundtrack for a dance movie,0,0.519,0.481,0.5719,Positive
67c3bfd6b702a263cd40d0d9,The beats are sick ngl,0.452,0.548,0,-0.5106,Negative
67c3bfd6b702a263cd40d0da,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=47"">0:47</a>",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0db,🔊 perfect track,0,0.213,0.787,0.5719,Positive
67c3bfd6b702a263cd40d0dc,I listen to those everyday,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0dd,best song ever🔥🔥🔥🔥,0,0.323,0.677,0.6369,Positive
67c3bfd6b702a263cd40d0de,"Fire <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=31"">0:31</a>",0.545,0.455,0,-0.34,Negative
67c3bfd6b702a263cd40d0df,Legendary as always 😮,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e0,Sick!!,1,0,0,-0.5972,Negative
67c3bfd6b702a263cd40d0e1,Kendrick the f goat man!!!!😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e2,Diddy,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e3,No Way bro Sampled Debbie Deb that&#39;s Lit 🔥🔥🔥🔥,0.216,0.784,0,-0.296,Negative
67c3bfd6b702a263cd40d0e4,This is my favorite song in the album,0,0.7,0.3,0.4588,Positive
67c3bfd6b702a263cd40d0e5,I lovveeee KDOT❤Team agree🫴🏻🤏🏻,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e6,The Charles &quot;Barkley &quot; bar  he came in with is epic!!! And the ice t colors reference  Hella sh!t😮,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e7,This my shit Moe...,0.545,0.455,0,-0.5574,Negative
67c3bfd6b702a263cd40d0e8,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0e9,Please stop killing that clown,0.606,0.183,0.211,-0.6486,Negative
67c3bfd6b702a263cd40d0ea,Squabble up 🎉,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0eb,Lost his way half through with that part.. Yall know lol,0.163,0.638,0.199,0.128,Positive
67c3bfd6b702a263cd40d0ec,drake done made the greatest rapper alive mad lololololol.,0.2,0.375,0.425,0.5574,Positive
67c3bfd6b702a263cd40d0ed,"God knows<br>I am<br>Reincarnated, I was stargazin&#39;<br>Life goes on, I need all my babies (gyah, gyah)<br>Woke up lookin&#39; for the broccoli<br>High-key, keep a horn on me, that Kamasi<br>IP, ownership, the blueprint is by me<br>Mr. Get Off, I get off at my feet<br>(When I hear music, it makes me dance)<br>(You got the music, now is your chance)<br>A yee nigga couldn&#39;t try me in the tri-state<br>Buddy pass, bet I get him splashed &#39;til he hydrated<br>Bounce out, know he spook town, eyes dilated<br>I got the money and the power both gyratin&#39;<br>I feel good, get the fuck out my face<br>Look good, but she don&#39;t got no taste<br>I walk in, walked out with the safe<br>Mando, let me know what the play<br>What the fuck? I got hits, I got bucks, I got new paper cuts<br>I got friends, I got foes, but they all sitting ducks<br>Hit his turf and get crackin&#39;, double back like a deluxe<br>Fifty deep, but it ain&#39;t deep enough<br>Fuck a plea, there he go, beat him up<br>Fallin&#39; from my money tree and it grow throughout the months<br>Spit a loogie at the camera, speed off, yeah, it&#39;s us<br>I feel good, get the fuck out my face<br>Look good, but she don&#39;t got no taste<br>I walk in, walked out with the safe<br>Mando, let me know what the play<br>Squabble up, squabble up<br>Squabble up, squabble up<br>Squabble up (mh-mh), squabble up (mh-mh)<br>Squabble up (mh-mh), squabble up<br>Hol&#39; up (hol&#39; up), where you from? (Where you from?)<br>Bye, bitch (bye, bitch), I&#39;m finna go dumb (finna go dumb)<br>Sideways (sideways), bunk skunk (bunk skunk)<br>Fever (fever), I&#39;m on one (I&#39;m on one)<br>Thunk, thunk, thunk, thunk, thunk, baby rockin&#39; it<br>Quid pro quo, what you want? &#39;Cause I&#39;m watchin&#39; it<br>Work on the floor, let me know if you clockin&#39; it<br>Brodie won&#39;t go, but I know that he poppin&#39; it<br>It was woof tickets on sale &#39;til I silenced it<br>Pipe down, young, these some whole other politics<br>Bitch with him and some bitch in him, that&#39;s a lot of bitch<br>Don&#39;t hit him, he got kids with him, my apologies<br>Ghetto child, it was Black &amp; Milds with the Smirnoff<br>Yeehaw, we outside, whoadie &#39;bout to kill him off<br>Blaps on blaps, it&#39;s a fact, this a brick of raw<br>Tell me why the fuck you niggas rap if it&#39;s fictional?<br>Tell me why the fuck you niggas fed if you criminal?<br>&quot;Ayy, Dot, can I get a drop?&quot; I&#39;m like, &quot;Nigga, nah&quot;<br>Ace boon coon from the Westside to Senegal<br>It&#39;s a full moon, let the (ah) wolves out, I been a dog<br>I feel good, get the fuck out my face<br>Look good, but she don&#39;t got no taste<br>I walked in, walked out with the safe<br>Mando, let me know what the play<br>Squabble up, squabble up<br>Squabble up, squabble up<br>Squabble up (mh-mh), squabble up (mh-mh)<br>Squabble up (mh-mh), squabble up",0.134,0.794,0.072,-0.99,Negative
67c3bfd6b702a263cd40d0ee,"100% dude is a flammer, hes seen a tally whacker up close",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0ef,🔥  🔥,0,0,0,0,Neutral
67c3bfd6b702a263cd40d0f0,Deadly song with the 80&#39;s blend.,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f1,He should&#39;ve named this Broccoli,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f2,"&quot;Hey Dot, can I get a drop?&quot;",0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f3,Sample is - when I hear music Debbie Deb ❤ absolute fire sample from a huge roller rink song 🎧,0.136,0.734,0.13,-0.0258,Neutral
67c3bfd6b702a263cd40d0f4,Kendrick dropped a new album before GTA VI,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f5,You called it!!! &quot;Hit his turf dubble back&quot; And you sold 2x,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f6,Original song is better.,0,0.278,0.722,0.6369,Positive
67c3bfd6b702a263cd40d0f7,That’s what I’m talking about,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f8,❤lol,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0f9,They not like us Intro,0.345,0.655,0,-0.2755,Negative
67c3bfd6b702a263cd40d0fa,You can’t NOT step to this!,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0fb,"Woke up lookin&#39; for the broccoli<br>High-key, keep a horn on me, that Kamasi<br>IP, ownership, the blueprint is by me<br>Mr. Get Off, I get off and mop feet<br>When I hear music, it makes me dance<br>You got the music, now is your chance<br>A yee nigga couldn&#39;t try me in the tri-state<br>Buddy pass, bet I get him splashed &#39;til he hydrated<br>Bounce out, know he spook town, eyes dilated<br>I got the money and the power both gyratin&#39;<br><br>[Verse 2: Kendrick Lamar]<br>What the fuck?<br>I got hits, I got bucks, I got new paper cuts<br>I got friends, I got foes, but they all sitting ducks<br>Hit his turf and get crackin&#39;, double back like a deluxe<br>Fifty deep, but it ain&#39;t deep enough<br>Fuck a plea, there he go, beat him up<br>Fallin&#39; from a money tree and it grow throughout the months<br>Spit a loogie at the camera, speed off, yeah, it&#39;s us<br><br>[Bridge: Kendrick Lamar]<br>Hol&#39; up (Hol&#39; up)<br>Where you from? (Where you from?)<br>Bye, bitch (Bye, bitch)<br>I&#39;m finna go dumb (Finna go dumb)<br>Sideways (Sideways)<br>Bunk skunk (Bunk skunk)<br>Fever (Fever)<br>I&#39;m on one (I&#39;m on one)<br><br>[Verse 3: Kendrick Lamar]<br>Thunk, thunk, thunk, thunk, thunk, baby rockin&#39; it<br>Quid pro quo, what you want? &#39;Cause I&#39;m watchin&#39; it<br>Work on the floor, let me know if you clockin&#39; it<br>Brodie won&#39;t go, but I know that he poppin&#39; it<br>It was woof tickets on sale &#39;til I silenced it<br>Pipe down, young, these some whole other politics<br>Bitch with him and some bitch in him, that&#39;s a lot of bitch<br>Don&#39;t hit him, he got kids with him, my apologies<br>Ghetto child, it was Blacky Milds with the Smirnoff<br>Yeehaw, we outside, whoadie &#39;bout to kill him off<br>Blaps on blaps, it&#39;s a fact, this a brick of raw<br>Tell me why the fuck you niggas rap if it&#39;s fictional?<br>Tell me why the fuck you niggas fed if you criminal?<br>&quot;Ayy, Dot, can I get a drop?&quot; I&#39;m like, &quot;Nigga, nah&quot;<br>Ace boon coon from the Westside to Senegal<br>It&#39;s a full moon, let the wolves out, I been a dog",0.119,0.844,0.038,-0.9864,Negative
67c3bfd6b702a263cd40d0fc,Everyday I lbumping this album on YouTube. I&#39;m doing my part to get the numbers up😂😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d0fd,I have liked Kendrick since The Recipe ❤❤❤,0,0.682,0.318,0.4215,Positive
67c3bfd6b702a263cd40d0fe,Dude never fails. The beat alone is DISGUUUUSTING!! 👏👏💯,0.168,0.587,0.245,0.2302,Positive
67c3bfd6b702a263cd40d0ff,🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d100,"Shit is bangin. His voice, the flow n his beats...",0.31,0.69,0,-0.5574,Negative
67c3bfd6b702a263cd40d101,This is literally what everyone was waiting for since the damn video,0.197,0.803,0,-0.4019,Negative
67c3bfd6b702a263cd40d102,🔥,0,0,0,0,Neutral
67c3bfd6b702a263cd40d103,Zombies in space land any one,0,1,0,0,Neutral
67c3bfd6b702a263cd40d104,MUSTARDDDDDDDD!,0,1,0,0,Neutral
67c3bfd6b702a263cd40d105,🤑,0,0,0,0,Neutral
67c3bfd6b702a263cd40d106,My mom luv this song 😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d107,"Heard this at a club bumpin , song smacks hard 👌🏼",0.149,0.851,0,-0.1027,Negative
67c3bfd6b702a263cd40d108,Roses are Red <br>Violets are Blue<br>Jesus Lives and Martin Luther King Jr. too<br>Jesus Lives and Robin Williams too<br>Jesus lives and Nina Simone too<br>Jesus Lives and Whitney Houston too<br>Jesus Lives and Freddie Mercury too<br>Jesus Lives and George Michael too<br>Jesus lives and Richard Pryor too<br>Jesus Lives and Jimi Hendrix too<br>Jesus lives and Paul Newman too<br>Jesus Lives and Marilyn Monroe too<br>Jesus Lives and Malcolm X too<br>Jesus lives and Kurt Cobain too <br>Jesus lives and Aretha Franklin too<br>Jesus lives and so will You,0,1,0,0,Neutral
67c3bfd6b702a263cd40d109,Goated,0,1,0,0,Neutral
67c3bfd6b702a263cd40d10a,My brother said... Happenin? Just dropped straight LAVA 🔥🔥🔥🔥,0,0.808,0.192,0.2263,Positive
67c3bfd6b702a263cd40d10b,🔥🔥🔥🔥💓💓💓,0,1,0,0,Neutral
67c3bfd6b702a263cd40d10c,Dot write a song called Kobe,0,1,0,0,Neutral
67c3bfd6b702a263cd40d10d,YOUR NEXT ALBUM SHOULD BE D.R.A.K.E....DONT RAP AGAINST KENDRICK EVER😅😅😅,0,1,0,0,Neutral
67c3bfd6b702a263cd40d10e,Remember this just as a snippet on the not like us music video,0.161,0.839,0,-0.2755,Negative
67c3bfd6b702a263cd40d10f,YO KENDRICK STOP SPEAKING FAST I CANNOT SING,0.268,0.732,0,-0.296,Negative
67c3bfd6b702a263cd40d110,Fire 🔥,1,0,0,-0.34,Negative
67c3bfd6b702a263cd40d111,Raleigh NC ❤️  🎤 🎙 🎤 🎙 🎤 🎙 🎤 🎙 🎤 🎙 🎤,0,1,0,0,Neutral
67c3bfd6b702a263cd40d112,"Thank you, Mr Kendrick Lamar. We enjoy your writing skills and musical talents 🙌",0,0.535,0.465,0.8271,Positive
67c3bfd6b702a263cd40d113,Debbie Deb,0,1,0,0,Neutral
67c3bfd6b702a263cd40d114,This my shit,0.643,0.357,0,-0.5574,Negative
67c3bfd6b702a263cd40d115,Im sorry mama,0.394,0.606,0,-0.0772,Negative
67c3bfd6b702a263cd40d116,W,0,0,0,0,Neutral
67c3bfd6b702a263cd40d117,🎉🎉🎉,0,1,0,0,Neutral
67c3bfd6b702a263cd40d118,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=11"">0:11</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=13"">0:13</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=13"">0:13</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=13"">0:13</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=13"">0:13</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=14"">0:14</a> <a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=14"">0:14</a>",0,1,0,0,Neutral
67c3bfd6b702a263cd40d119,Kendrick dropped againe,0,1,0,0,Neutral
67c3bfd6b702a263cd40d11a,Sorry Drake it&#39;s Kendrick time 💯,0.245,0.755,0,-0.0772,Negative
67c3bfd6b702a263cd40d11b,finally the full version,0,1,0,0,Neutral
67c3bfd6b702a263cd40d11c,🎉,0,0,0,0,Neutral
67c3bfd6b702a263cd40d11d,1.2 speed matches the original song .,0,0.685,0.315,0.3182,Positive
67c3bfd6b702a263cd40d11e,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=102"">1:42</a>",0,1,0,0,Neutral
67c3bfd6b702a263cd40d11f,Best song on the album,0,0.488,0.512,0.6369,Positive
67c3bfd6b702a263cd40d120,What A Good Friday 😂,0,0.408,0.592,0.4404,Positive
67c3bfd6b702a263cd40d121,Is it just me or Did he sound like a straight up chicano at the start,0,0.747,0.253,0.5267,Positive
67c3bfd6b702a263cd40d122,Legend,0,1,0,0,Neutral
67c3bfd6b702a263cd40d123,Great vibe work out vibe,0,0.494,0.506,0.6249,Positive
67c3bfd6b702a263cd40d124,Woah actually made a song from the banger intro that’s crazy thank u,0.173,0.647,0.18,0.0258,Neutral
67c3bfd6b702a263cd40d125,Fire. Get the fuck out my faaace,0.541,0.459,0,-0.7096,Negative
67c3bfd6b702a263cd40d126,my headphones yeah them shits rattled the bass,0.274,0.531,0.195,-0.2263,Negative
67c3bfd6b702a263cd40d127,madden 17 practice mode ahh song 😭😭🚮🚮🗑🗑,0,1,0,0,Neutral
67c3bfd6b702a263cd40d128,"When he said wolf tickets, anyone know who he was referring to lol",0,0.811,0.189,0.4215,Positive
67c3bfd6b702a263cd40d129,Arnt like all the words about songs drakes sampled or used? Saw that somewhere and damnn,0,0.857,0.143,0.3612,Positive
67c3bfd6b702a263cd40d12a,Kendrick lovers here👇,0,0.37,0.63,0.5267,Positive
67c3bfd6b702a263cd40d12b,BIG TUNE 💯👊,0,1,0,0,Neutral
67c3bfd6b702a263cd40d12c,I&#39;m here late but DAMN! THIS IS 🔥🔥🔥🔥 I have more teach to get through but DAMN this is good. Can&#39;t wait for the Superbowl now!,0.277,0.616,0.108,-0.7925,Negative
67c3bfd6b702a263cd40d12d,ts is so corny lmfao goofy ass voice 😹,0.264,0.452,0.285,0.0717,Positive
67c3bfd6b702a263cd40d12e,I genuinely don’t understand why this song specifically has so much hate,0.285,0.715,0,-0.6096,Negative
67c3bfd6b702a263cd40d12f,What the hell is AAE,0.535,0.465,0,-0.6808,Negative
67c3bfd6b702a263cd40d130,Not like us vídeo start,0.345,0.655,0,-0.2755,Negative
67c3bfd6b702a263cd40d131,Awesome,0,0,1,0.6249,Positive
67c3bfd6b702a263cd40d132,Yah salute,0,1,0,0,Neutral
67c3bfd6b702a263cd40d133,Peak,0,1,0,0,Neutral
67c3bfd6b702a263cd40d134,"We have been waiting for this since the not like us music video, ITS FINNALY HERE.",0.123,0.877,0,-0.2755,Negative
67c3bfd6b702a263cd40d135,GOAT,0,1,0,0,Neutral
67c3bfd6b702a263cd40d136,"<a href=""https://www.youtube.com/watch?v=NYH6Oa4PXlY&amp;t=73"">1:13</a> in case you didnt know what the song was called",0,1,0,0,Neutral
67c3bfd6b702a263cd40d137,Kendrick Lamar ur the bomb ur jams &amp; songs rock the nation omg,0,0.75,0.25,0.6124,Positive
67c3bfd6b702a263cd40d138,Heat,0,1,0,0,Neutral
67c3bfd6b702a263cd40d139,Oh yessss come on babe,0,1,0,0,Neutral
67c3bfd6b702a263cd40d13a,It’s Friday,0,1,0,0,Neutral
67c3bfd6b702a263cd40d13b,This shit hard asf,0.714,0.286,0,-0.6124,Negative
67c3bfd6b702a263cd40d13c,Merry Christmas,0,0.222,0.778,0.5423,Positive
67c3bfd6b702a263cd40d13d,Hi. Scrambled up.,0,1,0,0,Neutral
67c3bfd6b702a263cd40d13e,kendrick carrying it heavy !! this so dope,0,1,0,0,Neutral
67c3bfd6b702a263cd40d13f,pure fire gah damn,0.718,0.282,0,-0.6249,Negative
67c3bfd6b702a263cd40d140,Im not a Kendrick glazer but damn 🔥🔥🔥🔥🔥🔥,0.372,0.628,0,-0.5499,Negative
67c3bfd6b702a263cd40d141,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d142,Fire❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d143,Remember his music is studied in universitys ..,0,1,0,0,Neutral
67c3bfd6b702a263cd40d144,Shit whack…,0.783,0.217,0,-0.5574,Negative
67c3bfd6b702a263cd40d145,cookin niggas in marvel rivals to this,0.235,0.49,0.275,0.1027,Positive
67c3bfd6b702a263cd40d146,Coworker music 🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d147,Mob🤣🤣🤣🤞🏿💜🫦🍃🖤🐐,0,1,0,0,Neutral
67c3bfd6b702a263cd40d148,I love this song so much ❤my dad is always singing it❤❤❤,0,0.704,0.296,0.6369,Positive
67c3bfd6b702a263cd40d149,w song 😂,0,1,0,0,Neutral
67c3bfd6b702a263cd40d14a,🔥🔥🔥,0,1,0,0,Neutral
67c3bfd6b702a263cd40d14b,“Sit on my lap Kenny!!”,0,1,0,0,Neutral
67c3bfd6b702a263cd40d14c,the intro from the start of &quot;not like us&quot; official music video!,0,0.798,0.202,0.4199,Positive
